ore_name	reg_name	damage	display_name
wafer	gregtech:gt.metaitem.03	32160	Invalid OreDictionary Tag
wafer	gregtech:gt.metaitem.03	32162	Invalid OreDictionary Tag
wafer	gregtech:gt.metaitem.03	32164	Invalid OreDictionary Tag
wafer	gregtech:gt.metaitem.03	32188	Invalid OreDictionary Tag
waferASoC	gregtech:gt.metaitem.03	32048	ASoC Wafer
waferAdvanced	GalacticraftCore:item.basicItem	14	Advanced Wafer
waferAmericium	gregtech:gt.metaitem.03	32153	Americium doped Wafer
waferBasic	GalacticraftCore:item.basicItem	13	Basic Wafer
waferBioware	gregtech:gt.metaitem.03	32188	Living Bio Wafer
waferCPU	gregtech:gt.metaitem.03	32044	Central Processing Unit (Wafer)
waferEuropium	gregtech:gt.metaitem.03	32151	Europium doped Wafer
waferHPIC	gregtech:gt.metaitem.03	32052	HPIC Wafer
waferILC	gregtech:gt.metaitem.03	32036	Integrated Logic Circuit (Wafer)
waferLPIC	gregtech:gt.metaitem.03	32064	LPIC Wafer
waferNAND	gregtech:gt.metaitem.03	32040	NAND Memory Chip (Wafer)
waferNOR	gregtech:gt.metaitem.03	32042	NOR Memory Chip (Wafer)
waferNPIC	gregtech:gt.metaitem.03	32160	NPIC Wafer
waferNanoCPU	gregtech:gt.metaitem.03	32054	NanoCPU Wafer
waferNaquadah	gregtech:gt.metaitem.03	32035	Naquadah doped Wafer
waferPIC	gregtech:gt.metaitem.03	32050	PIC Wafer
waferPPIC	gregtech:gt.metaitem.03	32162	PPIC Wafer
waferPhosphorus	gregtech:gt.metaitem.03	32034	Phosphorus doped Wafer
waferPhotonicallyEnhanced	gregtech:gt.metaitem.03	32723	Photonically Enhanced Wafer
waferPhotonicallyPrepared	gregtech:gt.metaitem.03	32722	Photonically Prepared Wafer
waferPlain	gregtech:gt.metaitem.03	32033	Wafer
waferQPIC	gregtech:gt.metaitem.03	32164	QPIC Wafer
waferQuantumCPU	gregtech:gt.metaitem.03	32056	QBit Wafer
waferRAM	gregtech:gt.metaitem.03	32038	Random Access Memory Chip (Wafer)
waferSimpleSoC	gregtech:gt.metaitem.03	32060	Simple SoC Wafer
waferSoC	gregtech:gt.metaitem.03	32046	SoC Wafer
waferSolar	GalacticraftCore:item.basicItem	12	Blue Solar Wafer
waferUHPIC	gregtech:gt.metaitem.03	32058	UHPIC Wafer
waferULPIC	gregtech:gt.metaitem.03	32062	ULPIC Wafer
waxMagical	MagicBees:wax	0	Magic Wax
waxMagical	MagicBees:wax	2	Amnesic Wax
whiteStone	minecraft:end_stone	0	End Stone
wireCopper	IC2:itemCable	0	Insulated Copper Cable
wireCopper	gregtech:gt.blockmachines	1366	1x Copper Cable
wireCopper	gregtech:gt.blockmachines	1386	1x Annealed Copper Cable
wireFineAdamantium	gregtech:gt.metaitem.02	19319	Fine Adamantium Wire
wireFineAdamantiumAlloy	bartworks:gt.bwMetaGeneratedwireFine	10085	Fine Adamantium Alloy Wire
wireFineAdemicSteel	bartworks:gt.bwMetaGeneratedwireFine	96	Fine Ademic Steel Wire
wireFineAlduorite	gregtech:gt.metaitem.02	19485	Fine Alduorite Wire
wireFineAluminium	gregtech:gt.metaitem.02	19019	Fine Aluminium Wire
wireFineAlumite	gregtech:gt.metaitem.02	19400	Fine Obzinite Wire
wireFineAmericium	gregtech:gt.metaitem.02	19103	Fine Americium Wire
wireFineAnnealedCopper	gregtech:gt.metaitem.02	19345	Fine Annealed Copper Wire
wireFineAntimony	gregtech:gt.metaitem.02	19058	Fine Antimony Wire
wireFineAnyBronze	gregtech:gt.metaitem.02	19300	Fine Bronze Wire
wireFineAnyCopper	gregtech:gt.metaitem.02	19035	Fine Copper Wire
wireFineAnyCopper	gregtech:gt.metaitem.02	19345	Fine Annealed Copper Wire
wireFineAnyIron	gregtech:gt.metaitem.02	19032	Fine Iron Wire
wireFineAnyIron	gregtech:gt.metaitem.02	19304	Fine Wrought Iron Wire
wireFineAnyIron	gregtech:gt.metaitem.02	19307	Fine Pig Iron Wire
wireFineArdite	gregtech:gt.metaitem.02	19382	Fine Ardite Wire
wireFineArtherium-Sn	bartworks:gt.bwMetaGeneratedwireFine	10102	Fine Artherium-Sn Wire
wireFineAstralSilver	gregtech:gt.metaitem.02	19333	Fine Astral Silver Wire
wireFineAtomicSeparationCatalyst	bartworks:gt.bwMetaGeneratedwireFine	10022	Fine Atomic Separation Catalyst Wire
wireFineBabbitAlloy	miscutils:itemFineWireBabbitAlloy	0	Fine Babbit Alloy Wire
wireFineBatteryAlloy	gregtech:gt.metaitem.02	19315	Fine Battery Alloy Wire
wireFineBedrockium	gregtech:gt.metaitem.02	19395	Fine Bedrockium Wire
wireFineBeryllium	gregtech:gt.metaitem.02	19008	Fine Beryllium Wire
wireFineBismuth	gregtech:gt.metaitem.02	19090	Fine Bismuth Wire
wireFineBismuthBronze	gregtech:gt.metaitem.02	19353	Fine Bismuth Bronze Wire
wireFineBlackBronze	gregtech:gt.metaitem.02	19352	Fine Black Bronze Wire
wireFineBlackPlutonium	gregtech:gt.metaitem.02	19388	Fine Black Plutonium Wire
wireFineBlackSteel	gregtech:gt.metaitem.02	19334	Fine Black Steel Wire
wireFineBloodInfusedIron	gregtech:gt.metaitem.02	19977	Fine Blood Infused Iron Wire
wireFineBlueAlloy	gregtech:gt.metaitem.02	19309	Fine Blue Alloy Wire
wireFineBlueSteel	gregtech:gt.metaitem.02	19349	Fine Blue Steel Wire
wireFineBrass	gregtech:gt.metaitem.02	19301	Fine Brass Wire
wireFineBronze	gregtech:gt.metaitem.02	19300	Fine Bronze Wire
wireFineCaesium	gregtech:gt.metaitem.02	19062	Fine Caesium Wire
wireFineCerium	gregtech:gt.metaitem.02	19065	Fine Cerium Wire
wireFineCeruclase	gregtech:gt.metaitem.02	19952	Fine Ceruclase Wire
wireFineChromaticGlass	miscutils:itemFineWireChromaticGlass	0	Fine Chromatic Glass Wire
wireFineChrome	gregtech:gt.metaitem.02	19030	Fine Chrome Wire
wireFineChromiumDioxide	gregtech:gt.metaitem.02	19361	Fine Chromium Dioxide Wire
wireFineChrysotile	gregtech:gt.metaitem.02	19912	Fine Chrysotile Wire
wireFineCobalt	gregtech:gt.metaitem.02	19033	Fine Cobalt Wire
wireFineCobaltBrass	gregtech:gt.metaitem.02	19343	Fine Cobalt Brass Wire
wireFineConductiveIron	gregtech:gt.metaitem.02	19369	Fine Conductive Iron Wire
wireFineCopper	gregtech:gt.metaitem.02	19035	Fine Copper Wire
wireFineCosmicNeutronium	gregtech:gt.metaitem.02	19982	Fine Cosmic Neutronium Wire
wireFineCreon	gregtech:gt.metaitem.02	19149	Fine Creon Wire
wireFineCrudeSteel	gregtech:gt.metaitem.02	19402	Fine Clay Compound Wire
wireFineCrystallineAlloy	gregtech:gt.metaitem.02	19403	Fine Crystalline Alloy Wire
wireFineCrystallinePinkSlime	gregtech:gt.metaitem.02	19406	Fine Crystalline Pink Slime Wire
wireFineCupronickel	gregtech:gt.metaitem.02	19310	Fine Cupronickel Wire
wireFineDalisenite	bartworks:gt.bwMetaGeneratedwireFine	10104	Fine Dalisenite Wire
wireFineDamascusSteel	gregtech:gt.metaitem.02	19335	Fine Damascus Steel Wire
wireFineDarkIron	gregtech:gt.metaitem.02	19342	Fine Deep Dark Iron Wire
wireFineDarkSteel	gregtech:gt.metaitem.02	19364	Fine Dark Steel Wire
wireFineDeepIron	gregtech:gt.metaitem.02	19829	Fine Deep Iron Wire
wireFineDesh	gregtech:gt.metaitem.02	19884	Fine Desh Wire
wireFineDraconium	gregtech:gt.metaitem.02	19975	Fine Draconium Wire
wireFineDraconiumAwakened	gregtech:gt.metaitem.02	19976	Fine Awakened Draconium Wire
wireFineDuranium	gregtech:gt.metaitem.02	19328	Fine Duranium Wire
wireFineDysprosium	gregtech:gt.metaitem.02	19073	Fine Dysprosium Wire
wireFineElectricalSteel	gregtech:gt.metaitem.02	19365	Fine Electrical Steel Wire
wireFineElectrum	gregtech:gt.metaitem.02	19303	Fine Electrum Wire
wireFineElectrumFlux	gregtech:gt.metaitem.02	19320	Fine Fluxed Electrum Wire
wireFineEndSteel	gregtech:gt.metaitem.02	19401	Fine End Steel Wire
wireFineEnderium	gregtech:gt.metaitem.02	19321	Fine Enderium Wire
wireFineEnderiumBase	gregtech:gt.metaitem.02	19380	Fine Enderium Base Wire
wireFineEnergeticAlloy	gregtech:gt.metaitem.02	19366	Fine Energetic Alloy Wire
wireFineEnergeticSilver	gregtech:gt.metaitem.02	19407	Fine Energetic Silver Wire
wireFineEnrichedHolmium	gregtech:gt.metaitem.02	19582	Fine Enriched Holmium Wire
wireFineEnrichedNaquadahAlloy	bartworks:gt.bwMetaGeneratedwireFine	10110	Fine Enriched Naquadah Alloy Wire
wireFineErbium	gregtech:gt.metaitem.02	19075	Fine Erbium Wire
wireFineEternity	gregtech:gt.metaitem.02	19141	Fine Eternity Wire
wireFineEuropium	gregtech:gt.metaitem.02	19070	Fine Europium Wire
wireFineExtremelyUnstableNaquadah	bartworks:gt.bwMetaGeneratedwireFine	10024	Fine Extremely Unstable Naquadah Wire
wireFineFierySteel	gregtech:gt.metaitem.02	19346	Fine Fiery Steel Wire
wireFineFlerovium_GT5U	gregtech:gt.metaitem.02	19984	Fine Flerovium Wire
wireFineForce	gregtech:gt.metaitem.02	19521	Fine Force Wire
wireFineGadolinium	gregtech:gt.metaitem.02	19071	Fine Gadolinium Wire
wireFineGallium	gregtech:gt.metaitem.02	19037	Fine Gallium Wire
wireFineGold	gregtech:gt.metaitem.02	19086	Fine Gold Wire
wireFineGrisium	miscutils:itemFineWireGrisium	0	Fine Grisium Wire
wireFineHG1223	miscutils:itemFineWireHG1223	0	Fine HG-1223 Wire
wireFineHSSE	gregtech:gt.metaitem.02	19373	Fine HSS-E Wire
wireFineHSSG	gregtech:gt.metaitem.02	19372	Fine HSS-G Wire
wireFineHSSS	gregtech:gt.metaitem.02	19374	Fine HSS-S Wire
wireFineHeeEndium	gregtech:gt.metaitem.02	19770	Fine Endium Wire
wireFineHighDurabilityCompoundSteel	bartworks:gt.bwMetaGeneratedwireFine	92	Fine High Durability Compound Steel Wire
wireFineHikarium	bartworks:gt.bwMetaGeneratedwireFine	10105	Fine Hikarium Wire
wireFineHolmium	gregtech:gt.metaitem.02	19074	Fine Holmium Wire
wireFineHypogen	miscutils:itemFineWireHypogen	0	Fine Hypogen Wire
wireFineIchorium	gregtech:gt.metaitem.02	19978	Fine Ichorium Wire
wireFineIncoloy-903	bartworks:gt.bwMetaGeneratedwireFine	10084	Fine Incoloy-903 Wire
wireFineIndium	gregtech:gt.metaitem.02	19056	Fine Indium Wire
wireFineInfinity	gregtech:gt.metaitem.02	19397	Fine Infinity Wire
wireFineInfinityCatalyst	gregtech:gt.metaitem.02	19394	Fine Infinity Catalyst Wire
wireFineInfusedGold	gregtech:gt.metaitem.02	19323	Fine Infused Gold Wire
wireFineInvar	gregtech:gt.metaitem.02	19302	Fine Invar Wire
wireFineIridium	gregtech:gt.metaitem.02	19084	Fine Iridium Wire
wireFineIron	gregtech:gt.metaitem.02	19032	Fine Iron Wire
wireFineIronMagnetic	gregtech:gt.metaitem.02	19354	Fine Magnetic Iron Wire
wireFineIronWood	gregtech:gt.metaitem.02	19338	Fine Ironwood Wire
wireFineKanthal	gregtech:gt.metaitem.02	19312	Fine Kanthal Wire
wireFineKnightmetal	gregtech:gt.metaitem.02	19362	Fine Knightmetal Wire
wireFineKoboldite	miscutils:itemFineWireKoboldite	0	Fine Koboldite Wire
wireFineLanthanum	gregtech:gt.metaitem.02	19064	Fine Lanthanum Wire
wireFineLead	gregtech:gt.metaitem.02	19089	Fine Lead Wire
wireFineLongasssuperconductornameforuhvwire	gregtech:gt.metaitem.02	19985	Fine Superconductor Base UHV Wire
wireFineLongasssuperconductornameforuvwire	gregtech:gt.metaitem.02	19986	Fine Superconductor Base UV Wire
wireFineLumiium	bartworks:gt.bwMetaGeneratedwireFine	10101	Fine Lumiium Wire
wireFineLutetium	gregtech:gt.metaitem.02	19078	Fine Lutetium Wire
wireFineMAR-Ce-M200Steel	bartworks:gt.bwMetaGeneratedwireFine	10097	Fine MAR-Ce-M200 Steel Wire
wireFineMAR-M200Steel	bartworks:gt.bwMetaGeneratedwireFine	10096	Fine MAR-M200 Steel Wire
wireFineMagmatter	gregtech:gt.metaitem.02	19143	Fine Magmatter Wire
wireFineMagnalium	gregtech:gt.metaitem.02	19313	Fine Magnalium Wire
wireFineMagnesium	gregtech:gt.metaitem.02	19018	Fine Magnesium Wire
wireFineMagnetohydrodynamicallyConstrainedStarMatter	gregtech:gt.metaitem.02	19583	Fine Magnetohydrodynamically Constrained Star Matter Wire
wireFineManganese	gregtech:gt.metaitem.02	19031	Fine Manganese Wire
wireFineManyullyn	gregtech:gt.metaitem.02	19386	Fine Manyullyn Wire
wireFineMellion	gregtech:gt.metaitem.02	19148	Fine Mellion Wire
wireFineMelodicAlloy	gregtech:gt.metaitem.02	19404	Fine Melodic Alloy Wire
wireFineMetastableOganesson	bartworks:gt.bwMetaGeneratedwireFine	10111	Fine Metastable Oganesson Wire
wireFineMeteoricIron	gregtech:gt.metaitem.02	19340	Fine Meteoric Iron Wire
wireFineMeteoricSteel	gregtech:gt.metaitem.02	19341	Fine Meteoric Steel Wire
wireFineMithril	gregtech:gt.metaitem.02	19331	Fine Mithril Wire
wireFineMolybdenum	gregtech:gt.metaitem.02	19048	Fine Molybdenum Wire
wireFineMu-metal	bartworks:gt.bwMetaGeneratedwireFine	11351	Fine Mu-metal Wire
wireFineNaquadah	gregtech:gt.metaitem.02	19324	Fine Naquadah Wire
wireFineNaquadahAlloy	gregtech:gt.metaitem.02	19325	Fine Naquadah Alloy Wire
wireFineNaquadahEnriched	gregtech:gt.metaitem.02	19326	Fine Enriched Naquadah Wire
wireFineNaquadria	gregtech:gt.metaitem.02	19327	Fine Naquadria Wire
wireFineNeodymium	gregtech:gt.metaitem.02	19067	Fine Neodymium Wire
wireFineNeodymiumMagnetic	gregtech:gt.metaitem.02	19356	Fine Magnetic Neodymium Wire
wireFineNeutronium	gregtech:gt.metaitem.02	19129	Fine Neutronium Wire
wireFineNichrome	gregtech:gt.metaitem.02	19311	Fine Nichrome Wire
wireFineNickel	gregtech:gt.metaitem.02	19034	Fine Nickel Wire
wireFineNiobium	gregtech:gt.metaitem.02	19047	Fine Niobium Wire
wireFineNiobiumNitride	gregtech:gt.metaitem.02	19359	Fine Niobium Nitride Wire
wireFineNiobiumTitanium	gregtech:gt.metaitem.02	19360	Fine Niobium-Titanium Wire
wireFineOrichalcum	gregtech:gt.metaitem.02	19966	Fine Orichalcum Wire
wireFineOsmiridium	gregtech:gt.metaitem.02	19317	Fine Osmiridium Wire
wireFineOsmium	gregtech:gt.metaitem.02	19083	Fine Osmium Wire
wireFinePalladium	gregtech:gt.metaitem.02	19052	Fine Palladium Wire
wireFinePentacadmiummagnesiumhexaoxid	gregtech:gt.metaitem.02	19987	Fine Superconductor Base MV Wire
wireFinePigIron	gregtech:gt.metaitem.02	19307	Fine Pig Iron Wire
wireFinePlatinum	gregtech:gt.metaitem.02	19085	Fine Platinum Wire
wireFinePlutonium	gregtech:gt.metaitem.02	19100	Fine Plutonium 239 Wire
wireFinePlutonium241	gregtech:gt.metaitem.02	19101	Fine Plutonium 241 Wire
wireFinePraseodymium	gregtech:gt.metaitem.02	19066	Fine Praseodymium Wire
wireFinePreciousMetalsAlloy	bartworks:gt.bwMetaGeneratedwireFine	10109	Fine Precious Metals Alloy Wire
wireFinePromethium	gregtech:gt.metaitem.02	19068	Fine Promethium Wire
wireFinePulsatingIron	gregtech:gt.metaitem.02	19378	Fine Pulsating Iron Wire
wireFineQuantium	gregtech:gt.metaitem.02	19391	Fine Quantium Wire
wireFineQuantum	miscutils:itemFineWireQuantum	0	Fine Quantum Wire
wireFineRealgar	gregtech:gt.metaitem.02	19913	Fine Realgar Wire
wireFineRedAlloy	gregtech:gt.metaitem.02	19308	Fine Red Alloy Wire
wireFineRedSteel	gregtech:gt.metaitem.02	19348	Fine Red Steel Wire
wireFineRedstoneAlloy	gregtech:gt.metaitem.02	19381	Fine Redstone Alloy Wire
wireFineRhodium	bartworks:gt.bwMetaGeneratedwireFine	78	Fine Rhodium Wire
wireFineRhodium-PlatedPalladium	bartworks:gt.bwMetaGeneratedwireFine	88	Fine Rhodium-Plated Palladium Wire
wireFineRoseGold	gregtech:gt.metaitem.02	19351	Fine Rose Gold Wire
wireFineRubidium	gregtech:gt.metaitem.02	19043	Fine Rubidium Wire
wireFineRubracium	gregtech:gt.metaitem.02	19488	Fine Rubracium Wire
wireFineRuridit	bartworks:gt.bwMetaGeneratedwireFine	90	Fine Ruridit Wire
wireFineRuthenium	bartworks:gt.bwMetaGeneratedwireFine	64	Fine Ruthenium Wire
wireFineSamarium	gregtech:gt.metaitem.02	19069	Fine Samarium Wire
wireFineSamariumMagnetic	gregtech:gt.metaitem.02	19399	Fine Magnetic Samarium Wire
wireFineScandium	gregtech:gt.metaitem.02	19027	Fine Scandium Wire
wireFineShadow	gregtech:gt.metaitem.02	19368	Fine Shadow Metal Wire
wireFineShadowIron	gregtech:gt.metaitem.02	19336	Fine Shadow Iron Wire
wireFineShadowSteel	gregtech:gt.metaitem.02	19337	Fine Shadow Steel Wire
wireFineShirabon	bartworks:gt.bwMetaGeneratedwireFine	10112	Fine Shirabon Wire
wireFineSignalium	bartworks:gt.bwMetaGeneratedwireFine	10099	Fine Signalium Wire
wireFineSilicon	gregtech:gt.metaitem.02	19020	Fine Raw Silicon Wire
wireFineSilver	gregtech:gt.metaitem.02	19054	Fine Silver Wire
wireFineSolderingAlloy	gregtech:gt.metaitem.02	19314	Fine Soldering Alloy Wire
wireFineStainlessSteel	gregtech:gt.metaitem.02	19306	Fine Stainless Steel Wire
wireFineSteel	gregtech:gt.metaitem.02	19305	Fine Steel Wire
wireFineSteelMagnetic	gregtech:gt.metaitem.02	19355	Fine Magnetic Steel Wire
wireFineSteeleaf	gregtech:gt.metaitem.02	19339	Fine Steeleaf Wire
wireFineStellarAlloy	gregtech:gt.metaitem.02	19405	Fine Stellar Alloy Wire
wireFineSterlingSilver	gregtech:gt.metaitem.02	19350	Fine Sterling Silver Wire
wireFineSunnarium	gregtech:gt.metaitem.02	19318	Fine Sunnarium Wire
wireFineSuperconductorUEVBase	gregtech:gt.metaitem.02	19974	Fine Superconductor Base UEV Wire
wireFineSuperconductorUIVBase	gregtech:gt.metaitem.02	19131	Fine Superconductor Base UIV Wire
wireFineSuperconductorUMVBase	gregtech:gt.metaitem.02	19134	Fine Superconductor Base UMV Wire
wireFineTPVAlloy	gregtech:gt.metaitem.02	19576	Fine TPV-Alloy Wire
wireFineTairitsu	bartworks:gt.bwMetaGeneratedwireFine	10106	Fine Tairitsu Wire
wireFineTanmolyiumBeta-C	bartworks:gt.bwMetaGeneratedwireFine	10103	Fine Tanmolyium Beta-C Wire
wireFineTantalum	gregtech:gt.metaitem.02	19080	Fine Tantalum Wire
wireFineTartarite	gregtech:gt.metaitem.02	19956	Fine Tartarite Wire
wireFineTellurium	gregtech:gt.metaitem.02	19059	Fine Tellurium Wire
wireFineTengamAttuned	gregtech:gt.metaitem.02	19112	Fine Attuned Tengam Wire
wireFineTengamPurified	gregtech:gt.metaitem.02	19111	Fine Purified Tengam Wire
wireFineTerbium	gregtech:gt.metaitem.02	19072	Fine Terbium Wire
wireFineTetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid	gregtech:gt.metaitem.02	19991	Fine Superconductor Base LuV Wire
wireFineTetranaquadahdiindiumhexaplatiumosminid	gregtech:gt.metaitem.02	19992	Fine Superconductor Base ZPM Wire
wireFineThaumium	gregtech:gt.metaitem.02	19330	Fine Thaumium Wire
wireFineThorium	gregtech:gt.metaitem.02	19096	Fine Thorium Wire
wireFineThulium	gregtech:gt.metaitem.02	19076	Fine Thulium Wire
wireFineTiberium	bartworks:gt.bwMetaGeneratedwireFine	89	Fine Tiberium Wire
wireFineTin	gregtech:gt.metaitem.02	19057	Fine Tin Wire
wireFineTinAlloy	gregtech:gt.metaitem.02	19363	Fine Tin Alloy Wire
wireFineTitanium	gregtech:gt.metaitem.02	19028	Fine Titanium Wire
wireFineTitaniumonabariumdecacoppereikosaoxid	gregtech:gt.metaitem.02	19988	Fine Superconductor Base HV Wire
wireFineTrinium	gregtech:gt.metaitem.02	19868	Fine Trinium Wire
wireFineTritanium	gregtech:gt.metaitem.02	19329	Fine Tritanium Wire
wireFineTungsten	gregtech:gt.metaitem.02	19081	Fine Tungsten Wire
wireFineTungstenCarbide	gregtech:gt.metaitem.02	19370	Fine Tungstencarbide Wire
wireFineTungstenSteel	gregtech:gt.metaitem.02	19316	Fine Tungstensteel Wire
wireFineUltimet	gregtech:gt.metaitem.02	19344	Fine Ultimet Wire
wireFineUniversium	gregtech:gt.metaitem.02	19139	Fine Universium Wire
wireFineUranium	gregtech:gt.metaitem.02	19098	Fine Uranium 238 Wire
wireFineUranium235	gregtech:gt.metaitem.02	19097	Fine Uranium 235 Wire
wireFineUraniumtriplatinid	gregtech:gt.metaitem.02	19989	Fine Superconductor Base EV Wire
wireFineVanadium	gregtech:gt.metaitem.02	19029	Fine Vanadium Wire
wireFineVanadiumGallium	gregtech:gt.metaitem.02	19357	Fine Vanadium-Gallium Wire
wireFineVanadiumSteel	gregtech:gt.metaitem.02	19371	Fine Vanadiumsteel Wire
wireFineVanadiumtriindinid	gregtech:gt.metaitem.02	19990	Fine Superconductor Base IV Wire
wireFineVibrantAlloy	gregtech:gt.metaitem.02	19367	Fine Vibrant Alloy Wire
wireFineVinteum	gregtech:gt.metaitem.02	19529	Fine Vinteum Wire
wireFineVividAlloy	gregtech:gt.metaitem.02	19408	Fine Vivid Alloy Wire
wireFineVoid	gregtech:gt.metaitem.02	19970	Fine Void Wire
wireFineVulcanite	gregtech:gt.metaitem.02	19489	Fine Vulcanite Wire
wireFineVyroxeres	gregtech:gt.metaitem.02	19951	Fine Vyroxeres Wire
wireFineWhiteMetal	miscutils:itemFineWireWhiteMetal	0	Fine White Metal Wire
wireFineWroughtIron	gregtech:gt.metaitem.02	19304	Fine Wrought Iron Wire
wireFineYtterbium	gregtech:gt.metaitem.02	19077	Fine Ytterbium Wire
wireFineYttrium	gregtech:gt.metaitem.02	19045	Fine Yttrium Wire
wireFineYttriumBariumCuprate	gregtech:gt.metaitem.02	19358	Fine Yttrium Barium Cuprate Wire
wireFineZinc	gregtech:gt.metaitem.02	19036	Fine Zinc Wire
wireFineZircaloy-2	bartworks:gt.bwMetaGeneratedwireFine	10083	Fine Zircaloy-2 Wire
wireFineZircaloy-4	bartworks:gt.bwMetaGeneratedwireFine	10082	Fine Zircaloy-4 Wire
wireFineZirconium	miscutils:itemFineWireZirconium	0	Fine Zirconium Wire
wireFineexohalkonite	gregtech:gt.metaitem.02	19157	Fine Exo-Halkonite Steel Wire
wireFinehotexohalkonite	gregtech:gt.metaitem.02	19156	Fine Hot Exo-Halkonite Steel Wire
wireFinehotprotohalkonite	gregtech:gt.metaitem.02	19153	Fine Hot Proto-Halkonite Steel Wire
wireFineprotohalkonite	gregtech:gt.metaitem.02	19154	Fine Proto-Halkonite Steel Wire
wireGt01Aluminium	gregtech:gt.blockmachines	1580	1x Aluminium Wire
wireGt01AnnealedCopper	gregtech:gt.blockmachines	1380	1x Annealed Copper Wire
wireGt01AnyCopper	gregtech:gt.blockmachines	1360	1x Copper Wire
wireGt01AnyCopper	gregtech:gt.blockmachines	1380	1x Annealed Copper Wire
wireGt01AnyIron	gregtech:gt.blockmachines	1300	1x Iron Wire
wireGt01Bedrockium	gregtech:gt.blockmachines	11310	1x Bedrockium Wire
wireGt01BlackPlutonium	gregtech:gt.blockmachines	11390	1x Black Plutonium Wire
wireGt01BlackSteel	gregtech:gt.blockmachines	1540	1x Black Steel Wire
wireGt01BlueAlloy	gregtech:gt.blockmachines	1480	1x Blue Alloy Wire
wireGt01Cobalt	gregtech:gt.blockmachines	1200	1x Cobalt Wire
wireGt01Copper	gregtech:gt.blockmachines	1360	1x Copper Wire
wireGt01Cupronickel	gregtech:gt.blockmachines	1340	1x Cupronickel Wire
wireGt01Draconium	gregtech:gt.blockmachines	11330	1x Draconium Wire
wireGt01DraconiumAwakened	gregtech:gt.blockmachines	11410	1x Awakened Draconium Wire
wireGt01Duranium	gregtech:gt.blockmachines	1820	1x Duranium Wire
wireGt01ElectricalSteel	gregtech:gt.blockmachines	11490	1x Electrical Steel Wire
wireGt01Electrum	gregtech:gt.blockmachines	1440	1x Electrum Wire
wireGt01ElectrumFlux	gregtech:gt.blockmachines	1900	1x Fluxed Electrum Wire
wireGt01EndSteel	gregtech:gt.blockmachines	1860	1x End Steel Wire
wireGt01EnergeticAlloy	gregtech:gt.blockmachines	11510	1x Energetic Alloy Wire
wireGt01Gold	gregtech:gt.blockmachines	1420	1x Gold Wire
wireGt01Graphene	gregtech:gt.blockmachines	1600	1x Graphene Wire
wireGt01HSSE	gregtech:gt.blockmachines	11590	1x HSS-E Wire
wireGt01HSSG	gregtech:gt.blockmachines	1700	1x HSS-G Wire
wireGt01HSSS	gregtech:gt.blockmachines	11470	1x HSS-S Wire
wireGt01Hypogen	gregtech:gt.blockmachines	30585	1x Hypogen Wire
wireGt01Ichorium	gregtech:gt.blockmachines	2600	1x Ichorium Wire
wireGt01Infinity	gregtech:gt.blockmachines	11430	1x Infinity Wire
wireGt01Iron	gregtech:gt.blockmachines	1300	1x Iron Wire
wireGt01Kanthal	gregtech:gt.blockmachines	1400	1x Kanthal Wire
wireGt01Lead	gregtech:gt.blockmachines	1220	1x Lead Wire
wireGt01Longasssuperconductornameforuhvwire	gregtech:gt.blockmachines	2520	1x Superconductor Base UHV Wire
wireGt01Longasssuperconductornameforuvwire	gregtech:gt.blockmachines	2500	1x Superconductor Base UV Wire
wireGt01Lumiium	gregtech:gt.blockmachines	32737	1x Lumiium Wire
wireGt01MelodicAlloy	gregtech:gt.blockmachines	11550	1x Melodic Alloy Wire
wireGt01Naquadah	gregtech:gt.blockmachines	1780	1x Naquadah Wire
wireGt01NaquadahAlloy	gregtech:gt.blockmachines	1800	1x Naquadah Alloy Wire
wireGt01NetherStar	gregtech:gt.blockmachines	11350	1x Nether Star Wire
wireGt01Nichrome	gregtech:gt.blockmachines	1500	1x Nichrome Wire
wireGt01Nickel	gregtech:gt.blockmachines	1320	1x Nickel Wire
wireGt01NiobiumTitanium	gregtech:gt.blockmachines	1720	1x Niobium-Titanium Wire
wireGt01Osmiridium	gregtech:gt.blockmachines	11610	1x Osmiridium Wire
wireGt01Osmium	gregtech:gt.blockmachines	1620	1x Osmium Wire
wireGt01Pentacadmiummagnesiumhexaoxid	gregtech:gt.blockmachines	2200	1x Superconductor Base MV Wire
wireGt01Platinum	gregtech:gt.blockmachines	1640	1x Platinum Wire
wireGt01Quantium	gregtech:gt.blockmachines	11370	1x Quantium Wire
wireGt01RedAlloy	gregtech:gt.blockmachines	2000	1x Red Alloy Wire
wireGt01RedstoneAlloy	gregtech:gt.blockmachines	30645	1x Redstone Alloy Wire
wireGt01Signalium	gregtech:gt.blockmachines	32749	1x Signalium Wire
wireGt01Silver	gregtech:gt.blockmachines	1460	1x Silver Wire
wireGt01SolderingAlloy	gregtech:gt.blockmachines	1280	1x Soldering Alloy Wire
wireGt01SpaceTime	gregtech:gt.blockmachines	2606	1x SpaceTime Wire
wireGt01Steel	gregtech:gt.blockmachines	1520	1x Steel Wire
wireGt01StellarAlloy	gregtech:gt.blockmachines	11570	1x Stellar Alloy Wire
wireGt01Superconductor	gregtech:gt.blockmachines	2020	1x Superconductor UHV Wire
wireGt01SuperconductorEV	gregtech:gt.blockmachines	2360	1x Superconductor EV Wire
